Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Month,Intake Day of the Week,Intake Year,Outcome Month,Outcome Day of the Week,Outcome Year
A044800,ELEKTRA,Cat,Spayed Female,,4,DOMESTIC SH,GRAY,981020023651906,03/12/2018,Foster,Over the Counter,Adoption,,03/12/2018,,,,,,
A044801,PEARL,Cat,Spayed Female,2,,DOMESTIC MH,BLACK,981020023273846,10/22/2017,Stray,Over the Counter,Adoption,Walk-In,12/03/2017,,,,,,
A044802,ENOCH,Dog,Male,3,,PIT BULL,BLUE,,10/22/2017,Owner Surrendered,Over the Counter,Euthanized,Time and Space,10/25/2017,,,,,,
A044812,KUDDLES,Cat,Spayed Female,8,,DOMESTIC SH,BLACK,,10/23/2017,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,10/23/2017,,,,,,
A044813,NOVA MANUPELLA,Dog,Male,1,,LABRADOR RETR,BLACK,06850,10/23/2017,Stray,Animal Control,Return to Owner,,10/23/2017,,,,,,
A044814,LADY,Dog,Spayed Female,4,,PIT BULL,TAN,981020023242847,10/23/2017,Stray,Over the Counter,Adoption,Walk-In,11/25/2017,,,,,,
A044814,LADY,Dog,Spayed Female,4,,PIT BULL,TAN,981020023242847,04/21/2018,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,05/29/2018,,,,,,
A044815,GIZMO,Cat,Spayed Female,,3,DOMESTIC SH,BRN TABBY,981020023224885,10/23/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/06/2017,,,,,,
A044822,BOSS,Dog,Male,2,,CANE CORSO,FAWN,,10/23/2017,Stray,Animal Control,Return to Owner,Walk-In,10/26/2017,,,,,,
A044824,CHOPPER,Dog,Neutered Male,,10,MANCHESTER TERR,BLACK,981020023253391,10/23/2017,Stray,Animal Control,Return to Owner,Walk-In,10/25/2017,,,,,,
A044825,MCKENZIE,Cat,Spayed Female,2,,DOMESTIC SH,GRAY TABBY,,10/23/2017,Stray,Animal Control,Return to Owner,Walk-In,10/28/2017,,,,,,
A044827,,Cat,Male,1,,DOMESTIC SH,BRN TABBY,,10/23/2017,Stray,Animal Control,Unassisted Death,Enroute,10/23/2017,,,,,,
A044830,ARTHUR,Cat,Neutered Male,3,,DOMESTIC MH,BRN TABBY,981020023233840,10/24/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/05/2017,,,,,,
A044831,VICKI VALE,Other,Female,,,MOUSE,WHITE,,10/24/2017,Owner Surrendered,Over the Counter,Transfer,,11/18/2017,,,,,,
A044841,OTIS,Cat,Neutered Male,,,DOMESTIC SH,ORG TABBY,,10/24/2017,Stray,Over the Counter,Foster,Underage or Underweight,10/27/2017,,,,,,
A044841,OTIS,Cat,Neutered Male,,,DOMESTIC SH,ORG TABBY,981020021910698,12/12/2017,Foster,Over the Counter,Adoption,Walk-In,12/14/2017,,,,,,
A044852,BROWNIE,Dog,Spayed Female,,1.5,LABRADOR RETR,TAN,981020021539183,11/07/2017,Foster,Over the Counter,Adoption,Walk-In,11/08/2017,,,,,,
A044852,BROWNIE,Dog,Spayed Female,,1.5,LABRADOR RETR,TAN,,10/25/2017,Stray,Over the Counter,Foster,Underage or Underweight,10/27/2017,,,,,,
A044861,SAM,Dog,Neutered Male,10,,FLAT COAT RETR,BLACK,4914106036,02/02/2018,Stray,Animal Control,Adoption,Website Information,02/21/2018,,,,,,
A044861,SAM,Dog,Neutered Male,10,,FLAT COAT RETR,BLACK,4914106036,10/25/2017,Confiscated,Animal Cruelty,Return to Owner,Walk-In,10/26/2017,,,,,,
A044873,,Cat,Male,,8,DOMESTIC SH,BLACK,,10/26/2017,Stray,Over the Counter,Euthanized,Time and Space,11/03/2017,,,,,,
A044875,,Cat,Female,,1.4,DOMESTIC SH,TORBIE,,10/26/2017,Stray,Animal Control,Foster,Underage or Underweight,10/27/2017,,,,,,
A044875,,Cat,Female,,1.4,DOMESTIC SH,TORBIE,,11/07/2017,Foster,Over the Counter,Euthanized,Illness Severe,11/07/2017,,,,,,
A044876,BOWZER,Dog,Spayed Female,1,,BORDER COLLIE,BLACK,,10/26/2017,Stray,Over the Counter,Return to Owner,Walk-In,10/26/2017,,,,,,
A044887,DEPUTY,Dog,Neutered Male,3,,SIBERIAN HUSKY,BLACK,981020011107377,10/27/2017,Stray,Animal Control,Return to Owner,Walk-In,10/28/2017,,,,,,
A044887,DEPUTY,Dog,Neutered Male,3,,SIBERIAN HUSKY,BLACK,L19-009463,01/14/2019,Stray,Over the Counter,Adoption,Walk-In,01/29/2019,,,,,,
A044887,DEPUTY,Dog,Neutered Male,3,,SIBERIAN HUSKY,BLACK,981020011107377,02/19/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/25/2020,,,,,,
A044888,,Cat,Female,3,,DOMESTIC SH,BLACK,,10/27/2017,Owner Surrendered,Over the Counter,Euthanized,Time and Space,10/30/2017,,,,,,
A044889,,Cat,Male,2,,DOMESTIC SH,BRN TABBY,,10/27/2017,Stray,Animal Control,Euthanized,Time and Space,11/02/2017,,,,,,
A044892,,Cat,Male,,2,DOMESTIC SH,BRN TABBY,,10/27/2017,Stray,Over the Counter,Euthanized,Feral,10/29/2017,,,,,,
A044893,,Cat,Male,,2,DOMESTIC SH,BRN TABBY,,10/27/2017,Stray,Over the Counter,Euthanized,Feral,10/29/2017,,,,,,
A044894,,Cat,Female,,2,DOMESTIC SH,BRN TABBY,,10/27/2017,Stray,Over the Counter,Euthanized,Feral,10/29/2017,,,,,,
A044895,KYLEND,Dog,Male,5,,YORKSHIRE TERR,SILVER,171193,10/27/2017,Stray,Animal Control,Return to Owner,Walk-In,10/31/2017,,,,,,
A044906,GHOST,Dog,Male,,,SIBERIAN HUSKY,CREAM,17852,10/28/2017,Stray,Animal Control,Return to Owner,,10/29/2017,,,,,,
A044906,GHOST,Dog,Male,,,SIBERIAN HUSKY,CREAM,17852,12/30/2017,Stray,Animal Control,Euthanized,,01/15/2018,,,,,,
A044906,GHOST,Dog,Male,,,SIBERIAN HUSKY,CREAM,17852,11/16/2017,Stray,Animal Control,Return to Owner,,11/19/2017,,,,,,
A044908,,Cat,Female,,6,DOMESTIC SH,BRN TABBY,,10/28/2017,Stray,Over the Counter,Euthanized,Feral,10/30/2017,,,,,,
A044909,SQUEAKERS,Other,Male,3,,GUINEA PIG,WHITE,,10/28/2017,Owner Surrendered,Over the Counter,Unassisted Death,While In Kennel,10/31/2017,,,,,,
A044914,GEORGIO,Cat,Neutered Male,14,,DOMESTIC SH,ORG TABBY,982000167694542,10/29/2017,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,10/31/2017,,,,,,
A044915,,Other,Female,1,,OPOSSUM,GRAY,,10/29/2017,Stray,Animal Control,Euthanized,Wildlife,10/29/2017,,,,,,
A044916,BILLY,Cat,Neutered Male,,,DOMESTIC SH,BRN TABBY,,10/29/2017,Stray,Over the Counter,Foster,Underage or Underweight,10/29/2017,,,,,,
A044916,BILLY,Cat,Neutered Male,,,DOMESTIC SH,BRN TABBY,981020023250483,11/27/2017,Foster,Over the Counter,Adoption,Walk-In,11/28/2017,,,,,,
A044920,PEANUT,Dog,Neutered Male,,7,PARSON RUSS TER,TAN,981020023283751,10/29/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/02/2017,,,,,,
A044939,SKYE,Dog,Spayed Female,,8,DOBERMAN PINSCH,RED,981020023235828,10/30/2017,Stray,Over the Counter,Adoption,Walk-In,11/15/2017,,,,,,
A044941,,Cat,Male,1,,DOMESTIC SH,BRN TABBY,,10/31/2017,Transfer,,Euthanized,Feral,10/31/2017,,,,,,
A044943,,Cat,Female,2,,DOMESTIC SH,BRN TABBY,,10/31/2017,Transfer,,Euthanized,Feral,10/31/2017,,,,,,
A044944,STRAWBERRY,Dog,Spayed Female,8,,PIT BULL,BLACK,12531-17,10/31/2017,Stray,Over the Counter,Foster,Condition Minor,11/08/2017,,,,,,
A044944,STRAWBERRY,Dog,Spayed Female,8,,PIT BULL,BLACK,981020021922727,12/26/2017,Foster,Over the Counter,Adoption,,12/27/2017,,,,,,
A044944,STRAWBERRY,Dog,Spayed Female,8,,PIT BULL,BLACK,981020021922727,01/15/2018,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,01/15/2018,,,,,,
A044951,,Dog,Male,5,,BEAGLE,TRICOLOR,,10/31/2017,Stray,Animal Control,Euthanized,Vet Clinic,10/31/2017,,,,,,
A044952,BIG KITTY,Cat,Neutered Male,10,,RAGDOLL,BROWN,171199,10/31/2017,Stray,Over the Counter,Return to Owner,Walk-In,11/01/2017,,,,,,
A044952,BIG KITTY,Cat,Neutered Male,10,,RAGDOLL,BROWN,171199,11/21/2017,Stray,Over the Counter,Return to Owner,Website Information,11/21/2017,,,,,,
A044953,,Other,Unknown,1,,RACCOON,BLACK,,11/01/2017,Stray,Over the Counter,Euthanized,Wildlife,11/01/2017,,,,,,
A044958,CAM,Other,Male,1,,GUINEA PIG,TAN,,11/01/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/09/2017,,,,,,
A044968,,Bird,Unknown,,6,CROW,BLACK,,11/01/2017,Stray,Animal Control,Unassisted Death,Enroute,11/01/2017,,,,,,
A044969,GRISELDA,Cat,Spayed Female,2,,DOMESTIC SH,BRN TABBY,981020021821919,11/01/2017,Stray,Animal Control,Adoption,Walk-In,12/28/2017,,,,,,
A044984,MEGA,Dog,Neutered Male,,,PIT BULL,TRICOLOR,981020021444462,11/02/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/08/2017,,,,,,
A044986,PEPPERMINT,Cat,Spayed Female,,1,DOMESTIC LH,BLK TABBY,,11/02/2017,Stray,Animal Control,Foster,Underage or Underweight,11/03/2017,,,,,,
A044986,PEPPERMINT,Cat,Spayed Female,,1,DOMESTIC LH,BLK TABBY,981020023234990,12/07/2017,Foster,Over the Counter,Adoption,Walk-In,12/09/2017,,,,,,
A044987,CINNAMON,Cat,Neutered Male,,1,DOMESTIC LH,GRAY TABBY,981020021919567,12/07/2017,Foster,Over the Counter,Adoption,Walk-In,12/08/2017,,,,,,
A044987,CINNAMON,Cat,Neutered Male,,1,DOMESTIC LH,GRAY TABBY,,11/02/2017,Stray,Animal Control,Foster,Underage or Underweight,11/03/2017,,,,,,
A044989,BETTY BOOP,Cat,Spayed Female,1,,DOMESTIC LH,BLACK,981020023255265,11/02/2017,Stray,Animal Control,Adoption,Walk-In,12/02/2017,,,,,,
A044993,GYPSY,Dog,Spayed Female,,15,LABRADOR RETR,BLACK,981020021473939,11/03/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/14/2017,,,,,,
A044993,GYPSY,Dog,Spayed Female,,15,LABRADOR RETR,BLACK,981020021473939,03/10/2019,Return,Over the Counter,Transfer,Rescue Group,03/29/2019,,,,,,
A044993,GYPSY,Dog,Spayed Female,,15,LABRADOR RETR,BLACK,981020021473939,01/22/2019,Return,Over the Counter,Adoption,Walk-In,02/01/2019,,,,,,
A044993,GYPSY,Dog,Spayed Female,,15,LABRADOR RETR,BLACK,981020021473939,11/30/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/28/2018,,,,,,
A044994,GRIMLEY,Cat,Neutered Male,3,,DOMESTIC LH,BRN TABBY,,11/03/2017,Stray,Over the Counter,Euthanized,Time and Space,11/17/2017,,,,,,
A044996,,Cat,Neutered Male,3,,DOMESTIC SH,BLACK,,11/03/2017,Stray,Over the Counter,Transfer,Private Animal Shelter,11/16/2017,,,,,,
A045004,NEWTON,Other,Male,,,GUINEA PIG,BROWN,,11/03/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/14/2017,,,,,,
A045005,SUGAR,Other,Female,,,GUINEA PIG,BROWN,,11/03/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/10/2017,,,,,,
A045010,FLUFFY,Dog,Neutered Male,4,,POODLE MIN,WHITE,981020021478630,11/03/2017,Stray,Animal Control,Adoption,Walk-In,11/14/2017,,,,,,
A045011,,Cat,Male,6,,DOMESTIC MH,ORG TABBY,,11/04/2017,Stray,Animal Control,Euthanized,Feral,11/04/2017,,,,,,
A045021,CARLY,Dog,Spayed Female,1,6,DOBERMAN PINSCH,BLACK,981020023272036,12/10/2017,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,12/20/2017,,,,,,
A045021,CARLY,Dog,Spayed Female,1,6,DOBERMAN PINSCH,BLACK,L18-010038,11/04/2017,Confiscated,Animal Cruelty,Adoption,Walk-In,12/07/2017,,,,,,
A045022,BENTLY,Dog,Neutered Male,4,,TR WALKER HOUND,BR BRINDLE,981020023274390,11/04/2017,Confiscated,Animal Cruelty,Adoption,Walk-In,12/05/2017,,,,,,
A045023,BEBOP,Dog,Spayed Female,,,LABRADOR RETR,CREAM,981020023260478,11/04/2017,Confiscated,Animal Cruelty,Adoption,,12/08/2017,,,,,,
A045023,BEBOP,Dog,Spayed Female,,,LABRADOR RETR,CREAM,981020023260478,01/18/2018,Foster,Over the Counter,Adoption,,01/18/2018,,,,,,
A045023,BEBOP,Dog,Spayed Female,,,LABRADOR RETR,CREAM,981020023260478,01/04/2018,Return,Over the Counter,Foster,,01/11/2018,,,,,,
A045032,LUNA,Dog,Female,,4,DACHSHUND LH,BLACK,171915,11/05/2017,Stray,Over the Counter,Return to Owner,,11/06/2017,,,,,,
A045033,GEORGIA,Dog,Spayed Female,2,,PIT BULL,FAWN,,11/05/2017,Owner Surrendered,Over the Counter,Euthanized,Time and Space,11/09/2017,,,,,,
A045034,CUP O'JOE,Dog,Neutered Male,2,6,CANE CORSO,BL BRINDLE,981020021546777,11/05/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/17/2017,,,,,,
A045035,HOPE,Dog,Spayed Female,4,,MALTESE,WHITE,981020021517982,11/05/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/26/2017,,,,,,
A045040,,Cat,Male,1,6,DOMESTIC SH,BRN TABBY,,11/05/2017,Stray,Over the Counter,Euthanized,Behavior Manageable,11/11/2017,,,,,,
A045054,BRUISER,Dog,Spayed Female,16,,LABRADOR RETR,BR BRINDLE,981020023249876,11/06/2017,Confiscated,Animal Cruelty,Adoption,Walk-In,12/12/2017,,,,,,
A045057,SMOKE,Dog,Male,,11,PIT BULL,BLUE,L17-012193,11/07/2017,Stray,Animal Control,Return to Owner,,11/08/2017,,,,,,
A045058,NOODLES,Dog,Spayed Female,4,,BEAGLE,TRICOLOR,981020023243111,11/07/2017,Stray,Over the Counter,Adoption,Walk-In,11/21/2017,,,,,,
A045059,,Cat,Male,,0.75,DOMESTIC SH,BLACK,,11/07/2017,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,11/07/2017,,,,,,
A045067,ZOE,Cat,Spayed Female,,,MAINE COON,BRN TABBY,981020021540773,11/08/2017,Stray,Over the Counter,Foster,,11/14/2017,,,,,,
A045067,ZOE,Cat,Spayed Female,,,MAINE COON,BRN TABBY,981020021540773,11/22/2017,Foster,Over the Counter,Adoption,,11/22/2017,,,,,,
A045068,CALEB,Dog,Neutered Male,12,,GERM SHEPHERD,TAN,,11/08/2017,Stray,Animal Control,Return to Owner,,11/08/2017,,,,,,
A045071,DARIEN,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,981020021469478,11/08/2017,Stray,Animal Control,Adoption,Walk-In,11/24/2017,,,,,,
A045072,DEMI,Cat,Spayed Female,,2.5,DOMESTIC SH,BLACK,981020021537452,11/08/2017,Stray,Animal Control,Adoption,Walk-In,11/20/2017,,,,,,
A045073,,Cat,Unknown,14,,DOMESTIC SH,BLACK,,11/08/2017,Stray,Animal Control,Euthanized,Injury Severe,11/08/2017,,,,,,
A045085,SOPHIE,Other,Female,,5,SUGAR GLIDER,GRAY,,11/09/2017,Owner Surrendered,Over the Counter,Return to Owner,Walk-In,11/14/2017,,,,,,
A045090,,Dog,Female,,1.5,DOGUE DE BORDX,TAN,,11/10/2017,Stray,Over the Counter,Return to Owner,Walk-In,11/11/2017,,,,,,
A045092,JINX,Cat,Spayed Female,1,,DOMESTIC SH,BLACK,981020023284649,11/10/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/09/2017,,,,,,
A045093,LENA,Dog,Spayed Female,1,,BEAGLE,WHITE,981020021491100,11/10/2017,Stray,Over the Counter,Adoption,Walk-In,11/21/2017,,,,,,
A045095,RAMONA BEATRICE FERGUSON,Cat,Spayed Female,,1.75,DOMESTIC MH,GRAY TABBY,981020023250678,11/10/2017,Stray,Animal Control,Adoption,Walk-In,11/27/2017,,,,,,
A045109,CHOCOLATE,Dog,Male,10,,CHIHUAHUA SH,BROWN,7449,11/12/2017,Stray,Over the Counter,Return to Owner,,11/12/2017,,,,,,
A045111,CLYDE,Other,Male,3,,GUINEA PIG,BROWN,,11/12/2017,Owner Surrendered,Over the Counter,Adoption,,12/12/2017,,,,,,
A045112,MALCOLM,Dog,Neutered Male,5,,SCHNAUZER MIN,GRAY,L18-010052,11/12/2017,Owner Surrendered,Over the Counter,Adoption,Website Information,12/11/2017,,,,,,
A045113,,Dog,Male,10,,CHIHUAHUA SH,WHITE,,11/12/2017,Stray,Animal Control,Euthanized,Illness Severe,11/21/2017,,,,,,
A045114,,Dog,Female,1,,AMERICAN STAFF,BLACK,,11/12/2017,Stray,Animal Control,Euthanized,Behavior Manageable,11/23/2017,,,,,,
A045120,,Other,Unknown,1,,OPOSSUM,GRAY,,11/13/2017,Stray,Over the Counter,Euthanized,Wildlife,11/13/2017,,,,,,
A045121,JACKIE,Cat,Spayed Female,7,,DOMESTIC SH,BRN TABBY,,11/13/2017,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,11/16/2017,,,,,,
A045122,JILL,Cat,Spayed Female,7,,DOMESTIC SH,BRN TABBY,,11/13/2017,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,11/16/2017,,,,,,
A045138,ROSIE,Cat,Spayed Female,,1.5,DOMESTIC MH,BLK SMOKE,981020021933985,11/14/2017,Stray,Over the Counter,Adoption,Walk-In,12/20/2017,,,,,,
A045139,LUPIN,Dog,Neutered Male,3,,PIT BULL,BLUE,981020023244942,11/14/2017,Stray,Over the Counter,Adoption,Walk-In,11/28/2017,,,,,,
A045139,LUPIN,Dog,Neutered Male,3,,PIT BULL,BLUE,L18-011371,05/08/2018,Transfer,Transfer,Adoption,Walk-In,05/19/2018,,,,,,
A045154,,Cat,Female,,,DOMESTIC SH,TORBIE,,11/16/2017,Stray,Over the Counter,Euthanized,Feral,11/18/2017,,,,,,
A045155,MANDY,Dog,Spayed Female,9,,PIT BULL,WHITE,049888886,11/16/2017,Stray,Animal Control,Return to Owner,Website Information,11/17/2017,,,,,,
A045156,ROO,Cat,Neutered Male,,7,DOMESTIC SH,BRN TABBY,L18-010016,11/16/2017,Stray,Over the Counter,Adoption,Walk-In,12/03/2017,,,,,,
A045157,,Other,Unknown,1,,RACCOON,BLACK,,11/16/2017,Stray,Animal Control,Euthanized,Wildlife,11/16/2017,,,,,,
A045162,,Cat,Female,2,,DOMESTIC LH,GRAY,,11/17/2017,Stray,Animal Control,Euthanized,Feral,11/19/2017,,,,,,
A045174,,Cat,Unknown,2,,DOMESTIC SH,ORANGE,,11/17/2017,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,11/17/2017,,,,,,
A045175,NICKO,Dog,Male,2,,GERM SHEPHERD,BLACK,,11/18/2017,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,11/21/2017,,,,,,
A045176,MIA,Cat,Spayed Female,,,DOMESTIC LH,BRN TABBY,0080499,11/18/2017,Owner Surrendered,Over the Counter,Euthanized,Time and Space,11/19/2017,,,,,,
A045177,PEMA,Cat,Spayed Female,3,,SIAMESE,LYNX PT,,11/18/2017,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,11/18/2017,,,,,,
A045187,BROOKLYN,Dog,Female,4,,YORKSHIRE TERR,SILVER,982000405452686,11/18/2017,Stray,Animal Control,Return to Owner,Microchip,11/20/2017,,,,,,
A045188,KARMA,Dog,Spayed Female,,,GERM SHEPHERD,BLACK,981020017755560,11/18/2017,Stray,Animal Control,Return to Owner,Microchip,11/19/2017,,,,,,
A045189,,Dog,Male,1,,PIT BULL,BROWN,,11/18/2017,Stray,Animal Control,Euthanized,Behavior Manageable,11/24/2017,,,,,,
A045190,,Dog,Male,5,,BOXER,RED,,11/18/2017,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,11/18/2017,,,,,,
A045192,JENNY,Other,Female,,4,GUINEA PIG,WHITE,,11/18/2017,Owner Surrendered,Over the Counter,Adoption,,11/19/2017,,,,,,
A045195,,Cat,Unknown,,3,DOMESTIC SH,BLACK,,11/18/2017,Stray,Over the Counter,Euthanized,Feral,11/20/2017,,,,,,
A045205,ACE,Dog,Neutered Male,2,,TR WALKER HOUND,WHITE,985112008447267,11/19/2017,Stray,Animal Control,Return to Owner,,11/19/2017,,,,,,
A045206,EMERY,Dog,Spayed Female,2,,LABRADOR RETR,BROWN,L18-010048,11/19/2017,Stray,Over the Counter,Adoption,Walk-In,12/10/2017,,,,,,
A045208,CARAMEL,Cat,Spayed Female,2,,DOMESTIC SH,TORTIE,981020023219012,11/19/2017,Stray,Over the Counter,Adoption,Walk-In,12/24/2017,,,,,,
A045230,WABI,Dog,Neutered Male,3,,SIBERIAN HUSKY,CREAM,,11/20/2017,Stray,Over the Counter,Return to Owner,Walk-In,11/21/2017,,,,,,
A045244,HARDY,Dog,Neutered Male,,6,PIT BULL,TAN,982000407415702,11/21/2017,Confiscated,Animal Cruelty,Transfer,,12/03/2017,,,,,,
A045245,STORM,Cat,Spayed Female,7,,DOMESTIC SH,GRAY,981020023272908,11/21/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/30/2017,,,,,,
A045245,STORM,Cat,Spayed Female,7,,DOMESTIC SH,GRAY,981020023272908,02/23/2018,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,02/23/2018,,,,,,
A045246,NALA,Dog,Female,2,,PIT BULL,BROWN,,11/21/2017,Stray,Animal Control,Euthanized,Behavior Manageable,12/02/2017,,,,,,
A045247,,Dog,Male,,10,CANE CORSO,FAWN,,11/21/2017,Stray,Animal Control,Euthanized,Behavior Severe,12/09/2017,,,,,,
A045249,MAX,Dog,Neutered Male,9,,LABRADOR RETR,BLACK,01954,11/21/2017,Stray,Animal Control,Return to Owner,,11/22/2017,,,,,,
A045251,,Cat,Female,,,DOMESTIC SH,TORBIE,,11/21/2017,Stray,Animal Control,Euthanized,Feral,12/02/2017,,,,,,
A045253,,Cat,Female,2,,DOMESTIC SH,BLACK,,11/22/2017,Stray,Over the Counter,Euthanized,Feral,11/24/2017,,,,,,
A045254,,Dog,Female,2,,PIT BULL,GRAY,,11/22/2017,Stray,Over the Counter,Transfer,,11/22/2017,,,,,,
A045264,SKITTLES,Dog,Female,8,,GERM SHEPHERD,TAN,,11/22/2017,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,11/22/2017,,,,,,
A045265,SNICKERS,Dog,Female,10,,GERM SHEPHERD,TAN,,11/22/2017,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,11/22/2017,,,,,,
A045269,REX,Dog,Female,10,,MALTESE,WHITE,12593,11/23/2017,Stray,Over the Counter,Return to Owner,Walk-In,11/27/2017,,,,,,
A045287,,Other,Female,2,,RACCOON,BLACK,,11/26/2017,Stray,Over the Counter,Euthanized,Wildlife,11/26/2017,,,,,,
A045288,,Cat,Spayed Female,4,,DOMESTIC SH,BLACK,,11/26/2017,Stray,Over the Counter,Euthanized,Behavior Manageable,12/07/2017,,,,,,
A045290,GRACE,Dog,Spayed Female,1,,MASTIFF,BR BRINDLE,981020023252181,11/26/2017,Stray,Animal Control,Adoption,Walk-In,12/14/2017,,,,,,
A045291,,Cat,Female,,1,DOMESTIC MH,BRN TABBY,,11/26/2017,Stray,Animal Control,Euthanized,Feral,11/28/2017,,,,,,
A045292,,Cat,Female,,1,DOMESTIC MH,BLACK,,11/26/2017,Stray,Animal Control,Euthanized,Feral,11/28/2017,,,,,,
A045305,,Cat,Spayed Female,1,,DOMESTIC SH,CALICO,981020023168319,11/27/2017,Stray,Animal Control,Adoption,Walk-In,12/20/2017,,,,,,
A045306,BUDDY,Cat,Neutered Male,5,,DOMESTIC SH,WHITE,981020021790737,11/27/2017,Confiscated,Owner Death,Adoption,Walk-In,12/23/2017,,,,,,
A045307,BUNNY LUGOSI,Other,Neutered Male,3,6,FLEMISH GIANT,BLACK,,11/27/2017,Owner Surrendered,Over the Counter,Adoption,,12/05/2017,,,,,,
A045308,ROSIE,Dog,Spayed Female,3,,TR WALKER HOUND,WHITE,12441,11/27/2017,Stray,Over the Counter,Adoption,Walk-In,12/07/2017,,,,,,
A045310,PAPA PIG,Other,Male,,9,GUINEA PIG,TRICOLOR,,11/28/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/19/2017,,,,,,
A045311,HEFTY PIG,Other,Neutered Male,,2,GUINEA PIG,TRICOLOR,,11/28/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/06/2017,,,,,,
A045325,BEATRIX,Dog,Spayed Female,,9,PIT BULL,BROWN,981020021927563,12/22/2017,Transfer,Transfer,Euthanized,Behavior Manageable,12/22/2017,,,,,,
A045325,BEATRIX,Dog,Spayed Female,,9,PIT BULL,BROWN,981020021927563,11/29/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/16/2017,,,,,,
A045326,KIKI,Dog,Spayed Female,,11,LABRADOR RETR,BLACK,12401-17,11/29/2017,Owner Surrendered,Over the Counter,Return to Owner,,11/30/2017,,,,,,
A045327,BOND,Dog,Neutered Male,6,,GERM SHEPHERD,WHITE,981020021521400,11/29/2017,Stray,Animal Control,Adoption,Website Information,12/11/2017,,,,,,
A045333,LITTLE JOE,Dog,Neutered Male,,,LABRADOR RETR,BLACK,,11/29/2017,Confiscated,Animal Cruelty,Foster,Underage or Underweight,11/29/2017,,,,,,
A045333,LITTLE JOE,Dog,Neutered Male,,,LABRADOR RETR,BLACK,,12/03/2017,Foster,Over the Counter,Foster,Underage or Underweight,12/03/2017,,,,,,
A045333,LITTLE JOE,Dog,Neutered Male,,,LABRADOR RETR,BLACK,98102023606379,01/29/2018,Foster,Over the Counter,Adoption,Walk-In,02/01/2018,,,,,,
A045334,,Dog,Male,,,LABRADOR RETR,BLACK,,12/03/2017,Foster,Over the Counter,Foster,Underage or Underweight,12/03/2017,,,,,,
A045334,,Dog,Male,,,LABRADOR RETR,BLACK,,11/29/2017,Confiscated,Animal Cruelty,Foster,Underage or Underweight,11/29/2017,,,,,,
A045334,,Dog,Male,,,LABRADOR RETR,BLACK,,12/22/2017,Foster,Over the Counter,Unassisted Death,While In Foster,12/22/2017,,,,,,
A045344,EMMY,Dog,Spayed Female,5,,TR WALKER HOUND,SABLE,981020017201629,11/30/2017,Confiscated,Owner Death,Return to Owner,,11/30/2017,,,,,,
A045345,,Cat,Female,,1.1,DOMESTIC LH,BLACK,,11/30/2017,Stray,Over the Counter,Euthanized,Behavior Severe,12/11/2017,,,,,,
A045346,SPIKE,Dog,Neutered Male,14,,BEAGLE,TRICOLOR,981010001264702,11/30/2017,Stray,Over the Counter,Return to Owner,Walk-In,11/30/2017,,,,,,
A045347,BUDDAH,Dog,Neutered Male,2,6,PIT BULL,FAWN,982000365616735,11/30/2017,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,12/03/2017,,,,,,
A045358,,Other,Male,2,,RACCOON,BLACK,,12/01/2017,Stray,Animal Control,Euthanized,Wildlife,12/01/2017,,,,,,
